,BTC vs SPY,BTC vs QQQ,BTC vs Gold,BTC vs TLT
2020-10-22,0.4467875099353371,0.439547332893823,0.29933081155306385,-0.1219237591063832
2020-10-23,0.44673163509572356,0.43985770357818693,0.29985965096452083,-0.12221331902754082
2020-10-26,0.45409393878282445,0.4456875774262367,0.3055575207807086,-0.11891186971884371
2020-10-27,0.4531698555255319,0.4458005440320736,0.3124802170746734,-0.11318758894696077
2020-10-28,0.4551187087116037,0.4484700941271319,0.31562370310376453,-0.11312352937618898
2020-10-29,0.45593962859439746,0.4493383554871768,0.31632373038703865,-0.11155135912067966
2020-10-30,0.4553779035786143,0.44735210405486103,0.3170319760452685,-0.11173426578207828
2020-11-02,0.4550394373410031,0.4473225129462744,0.3165210471945469,-0.11169515648609193
2020-11-03,0.45603042073644723,0.4481661267614933,0.3177405528904236,-0.11169411265404573
2020-11-04,0.45599190755965313,0.44666429687111125,0.3175974581055782,-0.11065123739923648
2020-11-05,0.45862772421483505,0.4508836767479561,0.3292677035812454,-0.10884453555993019
2020-11-06,0.45888826483287426,0.4510599257651052,0.3289413752586964,-0.11040904551121371
2020-11-09,0.45926863247932437,0.4535256551752698,0.32377106432693037,-0.1092815932651317
2020-11-10,0.4592485169557747,0.45323996315261583,0.3234833655379327,-0.10898074841052842
2020-11-11,0.45955744957754185,0.45419794924005635,0.3221609625172399,-0.10855146033073755
2020-11-12,0.45724960508629786,0.4527048592455017,0.3230965021809459,-0.10435647208154468
2020-11-13,0.4569946536708694,0.4525525440473481,0.3233864502090941,-0.10350559634683232
2020-11-16,0.45883039841584883,0.4538960395044476,0.3226076996771285,-0.10431535027578247
2020-11-17,0.4563280937373239,0.4517396584299667,0.3203325215272217,-0.10184299440533037
2020-11-18,0.45574965350397967,0.45151110630584246,0.31989544961521416,-0.10101073885775905
2020-11-19,0.4555214535875762,0.45096216007372364,0.320060682196442,-0.09957630319351293
2020-11-20,0.4539967847001919,0.4490899492518351,0.3186163194456479,-0.0998783406802535
2020-11-23,0.45487500301888045,0.45002535670948185,0.3193230353451688,-0.09922736775866937
2020-11-24,0.4573402561094263,0.4524984803723445,0.31255643447677,-0.10121753896307499
2020-11-25,0.45728021507567007,0.4517400304499937,0.31252397060296827,-0.10074009488451281
2020-11-27,0.45264641162991354,0.44484048673607407,0.3193615208723551,-0.10454019039463175
2020-11-30,0.44085087861204747,0.43680126716354145,0.30385184282139266,-0.10376614459357032
2020-12-01,0.43707547584518525,0.4325284777794669,0.2950847103564602,-0.10480112039276519
2020-12-02,0.4369949470525589,0.4323460835711536,0.2962619910581921,-0.10539049200055371
2020-12-03,0.4373839234467607,0.4325901161028077,0.29629153534769165,-0.10607738716343391
2020-12-04,0.4351759802331233,0.4315997770805573,0.29708327036396687,-0.10057796807419969
2020-12-07,0.4345449940247883,0.43156260094913407,0.29955793885623655,-0.09897400058971922
2020-12-08,0.4328867074123113,0.4298775667589192,0.29782266721953526,-0.09986230755722773
2020-12-09,0.4323525546039142,0.4280319552158964,0.29588249708467607,-0.10017183330525556
2020-12-10,0.4324661468927732,0.427943861734187,0.2969129679722062,-0.1006056337846787
2020-12-11,0.43264183515700105,0.4281434316907187,0.2967661415056521,-0.10131775516079305
2020-12-14,0.4296041108559603,0.4278355009049115,0.2927238136716277,-0.10235636091527107
2020-12-15,0.4320102902677622,0.43076188877247845,0.29281842857980817,-0.10607520365501873
2020-12-16,0.4294785594425397,0.4291901847206663,0.29355658312315036,-0.10806506822109617
2020-12-17,0.43273409728424356,0.43243647353921266,0.29943466257039913,-0.1047222694824011
2020-12-18,0.432812487274198,0.43260967235953485,0.29947070246982216,-0.10484834674049191
2020-12-21,0.4330579157382087,0.43274886681278646,0.2998951894622381,-0.10521299809602469
2020-12-22,0.43208766871678717,0.43231847343075547,0.2966401669320209,-0.10379637206703313
2020-12-23,0.4317424856055455,0.4326551329568375,0.2960372588865459,-0.1021037147507182
2020-12-24,0.43231237979137,0.4333939293000559,0.2974082682131662,-0.10157637559621198
2020-12-28,0.42891775427280765,0.430015958427386,0.2877290840576082,-0.10000248664210508
2020-12-29,0.4287871133473107,0.42993393269743085,0.2878379944710116,-0.10023539660760492
2020-12-30,0.4282697876022947,0.42884298691984074,0.2895669897057998,-0.10109427197837464
2020-12-31,0.43012915112408073,0.43180357626764854,0.2916500526255763,-0.09892334591958143
2021-01-04,0.42281284201238106,0.42468198296685605,0.2989867119154729,-0.10382901552680393
2021-01-05,0.42330515888750514,0.4249043386598168,0.2965500282161428,-0.10459112731429858
2021-01-06,0.4239865280192586,0.4187038389314304,0.28431083006927116,-0.11242889303842452
2021-01-07,0.4261059199433743,0.422257017693923,0.28119646704534274,-0.11648106826510418
2021-01-08,0.4275550823310676,0.42426352015609226,0.268673833112624,-0.11657778766365215
2021-01-11,0.42526066238479576,0.42581993425109044,0.26589872643959334,-0.11448590987890453
2021-01-12,0.42465950900516003,0.4259296061607534,0.26277548994965444,-0.11400306885712042
2021-01-13,0.42503939279784864,0.42827924650963245,0.25973485247038225,-0.10962324605099039
2021-01-14,0.42363564027283335,0.4263440859657684,0.2593554033567159,-0.11165038071242138
2021-01-15,0.42468408404133634,0.42757086359828295,0.26348188030947467,-0.11304219480052685
2021-01-19,0.4235055993281332,0.4256112314671032,0.26163450954202633,-0.11261157468829798
2021-01-20,0.4219112076699025,0.4230434221076279,0.25877781405700534,-0.11114353392007043
2021-01-21,0.414867371414741,0.41285222712326086,0.25573314914682116,-0.10266029455208028
2021-01-22,0.4128221677440195,0.4109971185248306,0.2516712294279446,-0.09987797029488402
2021-01-25,0.4123593884455533,0.4101735702507433,0.2516548456753936,-0.10143218897201929
2021-01-26,0.4169246775521468,0.4157931676438318,0.25031069369458464,-0.1063230177500187
2021-01-27,0.42019928934403133,0.41910391999251523,0.25582651487742447,-0.10482695779229001
2021-01-28,0.41977474041843127,0.41744195175998144,0.2545148816991297,-0.10686140451757425
2021-01-29,0.41725896991407685,0.41490381865030523,0.25440149871498036,-0.10751064465953124
2021-02-01,0.4139020308314643,0.41054097599554085,0.2533012865822411,-0.10649841169301129
2021-02-02,0.41573908768053786,0.41292388607511205,0.24748095417538307,-0.10842175253330352
2021-02-03,0.4164404525568813,0.4133293172051004,0.24528198048084152,-0.11258743520924942
2021-02-04,0.414342626117134,0.4125740896408865,0.2469107040111368,-0.10972792333225721
2021-02-05,0.4143649983565675,0.4124403084158666,0.24797560272854166,-0.11110686663844457
2021-02-08,0.40553041458757344,0.4024135472582131,0.25147508541749525,-0.10271798529490628
2021-02-09,0.4056433800404673,0.40263127759049844,0.2514591634693802,-0.10270911827396435
2021-02-10,0.40548090000286746,0.4030543394607963,0.25128125104629234,-0.10326975653990489
2021-02-11,0.40451588290727214,0.40270751162088947,0.24695693060174756,-0.10483631009562294
2021-02-12,0.4041474569923092,0.4023206121704145,0.24793866713562054,-0.1031301283419996
2021-02-16,0.40370819502610233,0.401610381728302,0.24451531068148405,-0.10537297003653837
2021-02-17,0.4026253451594289,0.3996104756025458,0.24217278912201817,-0.10241366894854835
2021-02-18,0.4047240642593636,0.402549859234632,0.2448104010153448,-0.10230000416341832
2021-02-19,0.4022178356721025,0.39914309735671794,0.24572813681069577,-0.10690066352665674
2021-02-22,0.4030623293993521,0.4018127903946432,0.24206129282490152,-0.10512479160440576
2021-02-23,0.4001128920498059,0.4009431581630604,0.24256761725000267,-0.10172745924948477
2021-02-24,0.3979114264862796,0.3988924711717279,0.2393101254043604,-0.10096374356552533
2021-02-25,0.4014276336831676,0.4052755825726779,0.24695985254699204,-0.09703092153372816
2021-02-26,0.40361035425577513,0.4070892806003522,0.2486251684609786,-0.09973509117643378
2021-03-01,0.40653562166025786,0.4107340178511392,0.24661693399499537,-0.10177615623660562
2021-03-02,0.4082871957820494,0.41357433093747864,0.24496841402415248,-0.10123253200309067
2021-03-03,0.4053634588896762,0.4076444545606263,0.2482044372743998,-0.10191866815956915
2021-03-04,0.41182355898413775,0.41377083188783464,0.2505546524367447,-0.10088764954777721
2021-03-05,0.4174997095399221,0.41865970806734365,0.24836484514364446,-0.10576153020055878
2021-03-08,0.415329653887415,0.41015780345485026,0.24351898115543574,-0.11019541377396216
2021-03-09,0.3921563738933119,0.39177838966434464,0.25211165794445073,-0.08578683940112586
2021-03-10,0.39963925713797044,0.3981840431542334,0.2524263351896367,-0.09165087966689506
2021-03-11,0.4036944886387364,0.40114185819821085,0.25200808864862556,-0.09612092271965017
2021-03-12,0.3029545380933244,0.31942287878979875,0.18054485479992366,-0.08803274631570653
2021-03-15,0.2726682170568689,0.2920139280295325,0.20879271606712183,-0.07379483227415642
2021-03-16,0.2328126805952122,0.2550564249500461,0.2018759060495576,-0.024776694534345084
2021-03-17,0.2287091020776039,0.25214651133413457,0.20049077522807185,-0.010906001988016483
2021-03-18,0.2335194847288649,0.25525973614182196,0.2015019953949358,-0.013058607798837411
2021-03-19,0.2408824163660574,0.2600871266292304,0.23528205569073726,-0.05620693138728069
2021-03-22,0.2386257381563288,0.252707445574559,0.2367614866684871,-0.06512592124924901
2021-03-23,0.24496738798231207,0.2532712600925594,0.23478233693384412,-0.07966321427663306
2021-03-24,0.24215175706486677,0.2504753325426236,0.22593845485193972,-0.07540370466934675
2021-03-25,0.2431521372009972,0.25019772727700135,0.22543368657778365,-0.07330023740473864
2021-03-26,0.25718526588095036,0.2587012663789691,0.2268178840666441,-0.07460804888116127
2021-03-29,0.2495084194201409,0.25143166204342277,0.22016646987652932,-0.06565800698734428
2021-03-30,0.2552151174463972,0.2561846626832852,0.21823136759679795,-0.06630724080851037
2021-03-31,0.254881742845998,0.2548413452919613,0.21765898761758123,-0.06651866193304483
2021-04-01,0.2665515867983941,0.26201843614883813,0.21552633311339345,-0.07020815391140521
2021-04-05,0.2638235850329731,0.2591771430333665,0.21403615113636162,-0.0713055127880503
2021-04-06,0.26288156212124636,0.25832506567592606,0.21298877175452902,-0.07253084593643712
2021-04-07,0.24357500701578275,0.2400222700869065,0.20094933935105128,-0.06815309297671891
2021-04-08,0.24397860649616104,0.2409603013446511,0.2023329219561273,-0.06746916648306048
2021-04-09,0.24373544953660867,0.23997716790856186,0.2041311249605272,-0.0662891576282002
2021-04-12,0.24553792384287157,0.23944768823085916,0.20833877168886894,-0.0658875654149423
2021-04-13,0.2410151069744238,0.24669996116812856,0.22356476134521866,-0.06827794760490385
2021-04-14,0.24645264493865554,0.2537562511595487,0.224993442904401,-0.06777134461648406
2021-04-15,0.24083168488824852,0.2504497387390339,0.22175790842119408,-0.05837270221662875
2021-04-16,0.23948592207487665,0.2457599713239439,0.22085392788161567,-0.06392711551039867
2021-04-19,0.2467928512179386,0.25037279021703385,0.22037699540562933,-0.06267488834416685
2021-04-20,0.24189441765751352,0.24748298168432928,0.22336091944158695,-0.05886881418998027
2021-04-21,0.23886608825057298,0.24548485703102954,0.2173609278621145,-0.059210483791582946
2021-04-22,0.23962719667162524,0.24617144986032172,0.21679934148947524,-0.05925226090921454
2021-04-23,0.23841696328259446,0.2456500881781616,0.2150369856184673,-0.06126578629441511
2021-04-26,0.23779375988250406,0.24612133916310708,0.2159157984237762,-0.061775399776620304
2021-04-27,0.2358915004027224,0.24496787627747774,0.21733964753699395,-0.05846925435592252
2021-04-28,0.23582414011965866,0.2453154731174578,0.21677908203487942,-0.05792073129054176
2021-04-29,0.21570321976941567,0.22587975984819011,0.21546985164588214,-0.05197614790562409
2021-04-30,0.2079335594175978,0.22065339929622843,0.209567089608344,-0.052581748141972175
2021-05-03,0.21418502023227678,0.2261247661500363,0.20624755024901362,-0.054557670043243855
2021-05-04,0.21766053475679423,0.23372692689802296,0.2099106029620646,-0.06058040884827019
2021-05-05,0.21591601654985515,0.2303934212607513,0.21115736293333587,-0.05848337790253388
2021-05-06,0.2160849345403979,0.22878819384561933,0.20944024118754553,-0.055817649584702346
2021-05-07,0.21201872132973595,0.22577448170106162,0.20299280879809786,-0.06984158459378058
2021-05-10,0.21779872983324614,0.2314798823360512,0.2010942281193733,-0.06889297724785992
2021-05-11,0.21951492556806207,0.2422314433981008,0.19728497914566898,-0.08190280994620705
2021-05-12,0.2443265000459956,0.26281630300874537,0.2050009438214593,-0.06632754989056963
2021-05-13,0.253560695016323,0.2678757916127666,0.20214704842573636,-0.07043390169744257
2021-05-14,0.24950997049205814,0.26448852379456383,0.1989931375903175,-0.0761550764148758
2021-05-17,0.25126564990629546,0.2679006323663128,0.18453415908666093,-0.07381500121837982
2021-05-18,0.2477674116015472,0.26602123528511856,0.18702262701136388,-0.06578606529601788
2021-05-19,0.2473841082106981,0.26072680268098475,0.1835070285629975,-0.0612717536108343
2021-05-20,0.25681557852351095,0.27185568793083464,0.18585805366643923,-0.05017306664705449
2021-05-21,0.2538008140246718,0.2705852385038738,0.17888227034632706,-0.051944145330819716
2021-05-24,0.2554115773406238,0.27251158442184864,0.17897207749352315,-0.050792218349005554
2021-05-25,0.2606991121226685,0.2719030295728226,0.17317210153619544,-0.058897364875461274
2021-05-26,0.2582284516482944,0.2715786541064128,0.17262108584201888,-0.05869273095812447
2021-05-27,0.2593346830113266,0.27299972879135287,0.1719231645256611,-0.056530920012383364
2021-05-28,0.2580846122836445,0.2723837873088832,0.16981080682619884,-0.054126279726951804
2021-06-01,0.2572852636625125,0.27228928846715234,0.16751213843638293,-0.04950996215216478
2021-06-02,0.26255806506704604,0.27570463334900697,0.1649778430534366,-0.05152996793497008
2021-06-03,0.2605682871365536,0.27228994685660707,0.15947648273449927,-0.05208723362916674
2021-06-04,0.255374302996408,0.26521169535349015,0.1523971872312097,-0.06082293838860706
2021-06-07,0.2616371839874405,0.26509093532670586,0.14595191578823064,-0.058990914074566254
2021-06-08,0.26179989716257407,0.26503786751511316,0.14602809668887054,-0.059847126979783755
2021-06-09,0.2565558606402783,0.2615380122921783,0.1427492651496632,-0.04784773804486966
2021-06-10,0.25599764493791327,0.2601692909649008,0.1422482951866604,-0.04997454866549448
2021-06-11,0.24275737149159857,0.24869225757149863,0.13753992499685594,-0.03755719327183829
2021-06-14,0.24174831057580823,0.2504745406562769,0.13308330868523013,-0.04200574859162077
2021-06-15,0.24278485707630107,0.2513436488384218,0.13296140880455726,-0.04187860479525145
2021-06-16,0.24653627772418582,0.2526501362064626,0.1400324039371796,-0.041387944822129395
2021-06-17,0.2462658702736093,0.2515161720302813,0.14135299806904672,-0.04287853987201959
2021-06-18,0.2525904860795228,0.25410234278547533,0.14354368438137244,-0.05457047036718098
2021-06-21,0.23412052764387556,0.24729687021395882,0.1316309407820453,-0.03194936133987474
2021-06-22,0.2335711651397273,0.2464677011366874,0.12940084334942895,-0.03153011165706988
2021-06-23,0.2329470045534755,0.24653305481431695,0.12980839801956495,-0.03282969258344989
2021-06-24,0.22836689782633468,0.24340750239830253,0.1287407151537278,-0.027844295639073383
2021-06-25,0.22624500041302045,0.2437483441417656,0.12528274947293183,-0.01725752813474671
2021-06-28,0.22472917587085198,0.2461776612125425,0.12514398837073448,-0.005761732693190993
2021-06-29,0.22546525160860856,0.24670942918337227,0.12186277261730603,-0.005058548868504622
2021-06-30,0.2273503324673269,0.24916711611280257,0.12108027532638532,-0.00715990324562553
2021-07-01,0.22505462031198895,0.24903459849310877,0.11968886223888123,-0.007329021191733918
2021-07-02,0.2258188698459232,0.24966167357946628,0.12010135385059047,-0.006825575339338621
2021-07-06,0.2241255575179342,0.2482472813447958,0.11932001684171277,-0.005501724913363654
2021-07-07,0.2224749050262354,0.24741594148072998,0.11982417940573953,-0.004259039102429529
2021-07-08,0.2242425010395627,0.2480518880604446,0.11936433144863534,-0.005332506309817267
2021-07-09,0.22446720386324667,0.24965723926592082,0.11944483355354628,-0.004681568294182181
2021-07-12,0.2247135687789943,0.24941071708239756,0.1195227503563735,-0.0047502268317268755
2021-07-13,0.22500906010078864,0.2494385943868155,0.119390432018257,-0.002834074541888377
2021-07-14,0.22634025634040003,0.24972814451150485,0.11920797612444795,-0.003009895870451797
2021-07-15,0.22868326317381202,0.2511973552192936,0.11912045917929401,-0.008039122303896576
2021-07-16,0.22921741846238025,0.25146788900921724,0.11948076724464593,-0.007089790858002463
2021-07-19,0.2313795330887886,0.25251655651331617,0.11958874492123128,-0.01283603986012163
2021-07-20,0.22628372911608802,0.25218726650021617,0.12005576751422721,-0.008957858796795823
2021-07-21,0.22924681266939828,0.2552855578286052,0.11618815239974026,-0.01796628682085306
2021-07-22,0.2289798192709395,0.2551276871784182,0.1154898382535075,-0.01823754146976436
2021-07-23,0.23181680261121682,0.2586028979036088,0.11476637091129815,-0.020368257568523986
2021-07-26,0.23027977372710265,0.2553882126325079,0.11280703800904998,-0.02280728246425377
2021-07-27,0.2238128120357194,0.24182933638044077,0.09295443403537987,-0.012653625453462212
2021-07-28,0.22308140866834006,0.24133355135412635,0.0943273622584566,-0.011631216494391772
2021-07-29,0.2224658242965556,0.24094090937215096,0.09299674777494393,-0.01116929007463536
2021-07-30,0.219041724884968,0.238527019965317,0.0895004099251695,-0.008180612756307099
2021-08-02,0.21967689410255453,0.23736897742701044,0.08883946001521612,-0.015477366752176843
2021-08-03,0.2181051772826301,0.23751666740636215,0.08902601188741038,-0.016388182262691037
2021-08-04,0.21603818520303253,0.2374593267126747,0.09156868422648905,-0.014551288860136857
2021-08-05,0.2154173840599489,0.23802755164913364,0.08792056423129092,-0.01207286406614671
2021-08-06,0.21557338400752918,0.23680528431531422,0.07946672615435214,-0.01854508550469747
2021-08-09,0.2131580092498964,0.234758751681113,0.06610512967666447,-0.02220163534749145
2021-08-10,0.2128543291284025,0.2361591292245475,0.06632170999762932,-0.020530733246111637
2021-08-11,0.20978173027028765,0.23211612541794088,0.048862047235434865,-0.02594383289945035
2021-08-12,0.2089163481625248,0.2316711134811808,0.049007603053359744,-0.02482507004204637
2021-08-13,0.2087989957228926,0.2316220046364697,0.05552048969698912,-0.012340790335625141
2021-08-16,0.20795890033788694,0.23139065330831662,0.05320514057403628,-0.01381038967667135
2021-08-17,0.20944726936335706,0.23135987242915765,0.04765023873177356,-0.01474170679218681
2021-08-18,0.20954544999889416,0.23305761938047645,0.0499427804863934,-0.012835932374284464
2021-08-19,0.20850122290587156,0.2326211607360711,0.043212771822236304,-0.011607292510377098
2021-08-20,0.21072119183159424,0.23480076966689442,0.04333079344809262,-0.0114757461692359
2021-08-23,0.21108646528270733,0.23541877294624683,0.04092321021231549,-0.009531355867263098
2021-08-24,0.210313093287625,0.23436866813724333,0.041383917775201,-0.006097701526778833
2021-08-25,0.21156575395240956,0.2363954471579797,0.04080075521320853,-0.010704941188690191
2021-08-26,0.2139382263086166,0.238560394729634,0.039868654031631715,-0.012038829827192312
2021-08-27,0.21624203171294937,0.23964928077716455,0.042676443563631046,-0.012992342124523616
2021-08-30,0.2140373987258727,0.23583876544509283,0.0429252823360525,-0.014250538868430085
2021-08-31,0.21442595975437642,0.2357912238450438,0.04271997380748019,-0.014318314930805843
2021-09-01,0.2132434329723481,0.234733953167585,0.04256236467583837,-0.01593220988240847
2021-09-02,0.22085654694803086,0.23813715338591718,0.036813481137525944,-0.010553373421988367
2021-09-03,0.1945975755913248,0.21251078627293163,0.030234728932623717,-0.007693614086351391
2021-09-07,0.1987789006282522,0.21383643223740614,0.04133463653747976,0.0017944060109104764
2021-09-08,0.1922086557781588,0.20738813174495352,0.04119481143835836,0.0030227934506904023
2021-09-09,0.1931602840112459,0.20874218245196205,0.04091712628229058,0.003010433454956912
2021-09-10,0.19841720983376906,0.2124417597186936,0.04259837072051698,0.00619404626095855
2021-09-13,0.19832062300275244,0.21250536212626345,0.04242633593803146,0.005929638046510271
2021-09-14,0.1939390188297083,0.20975817154290144,0.04334282675643989,0.010909479357271967
2021-09-15,0.19464120424076473,0.2103897071707694,0.04261384576301764,0.010464132914539646
2021-09-16,0.19556266819470888,0.21231975107958428,0.04479275728958495,0.011386901165531612
2021-09-17,0.19636616377040694,0.21309989742551844,0.04458048715217165,0.012515106908375064
2021-09-20,0.20962793713678904,0.22430744979289874,0.03787954161001279,-0.000543242532532743
2021-09-21,0.20568017118420684,0.2245815270631806,0.02623541060773336,0.0025003059614638265
2021-09-22,0.2100378730858032,0.22781049493164088,0.024288634920609013,0.006440327441898058
2021-09-23,0.2073051654352214,0.22476366914744392,0.015881502207652862,0.0017962211465538855
2021-09-24,0.20648737884855664,0.22389903230558214,0.014889899800193913,0.004882017352057342
2021-09-27,0.21021438969775177,0.2282136910879516,0.014185165636086372,0.0055975616903491225
2021-09-28,0.21646556734740632,0.2339366609858312,0.01745712547144819,0.010591497735079837
2021-09-29,0.2171203110230782,0.2341203727506606,0.016803100634723976,0.010631150784892502
2021-09-30,0.21090424868097357,0.23275421470862165,0.023336845302198865,0.009677789113618721
2021-10-01,0.21929288742921796,0.2371381578922359,0.02692032927591377,0.017798090062729623
2021-10-04,0.2159683275860242,0.23418630405236399,0.027403441129765227,0.01715112177715374
2021-10-05,0.21836442012374477,0.23637065318435407,0.025273425684835375,0.015973868970845465
2021-10-06,0.21737864386570144,0.23594027019966973,0.024492176739812764,0.021175247942054203
2021-10-07,0.21615835787317553,0.23462830832256076,0.025966916666563762,0.024505551570126096
2021-10-08,0.2155146158657541,0.2343611799701431,0.025455245523054903,0.023942055118337725
2021-10-11,0.2101039173369877,0.23032777198314178,0.023900854682088434,0.022682984899277486
2021-10-12,0.2072920544581338,0.22689591623125124,0.023335700071054476,0.015791231692214202
2021-10-13,0.20668896626149258,0.2274255412026394,0.023366086640902967,0.018707352870232365
2021-10-14,0.20371141665786138,0.22519146208294558,0.023370147713143063,0.018536054400377658
2021-10-15,0.20679980194099665,0.22675595606005086,0.014486328341221598,0.01496041608313444
2021-10-18,0.20650215993364965,0.22566210434282738,0.013894149583288754,0.014374858879254646
2021-10-19,0.2139422763478349,0.23111304806151028,0.014519760048267315,0.011697331575597901
2021-10-20,0.21419752266801986,0.23068275259620444,0.015632489658649534,0.01115548918675034
2021-10-21,0.21541955060271795,0.22945934811471252,0.011552903312271318,0.013697010455690058
2021-10-22,0.2158525494705679,0.23104967813413102,0.010145303141250525,0.010620990997142882
2021-10-25,0.21705367204559864,0.2325497965662036,0.01190681446945965,0.010865067807606503
2021-10-26,0.21987029028907357,0.23274074577527565,0.014881607761689206,0.00650408469780032
2021-10-27,0.22347617272073284,0.23098441173964795,0.013097588490993848,-0.0025752033927892567
2021-10-28,0.22182069960348055,0.22861446451741416,0.008438162884865544,-0.0030481904379862684
2021-10-29,0.22195808494647884,0.2292946926620498,0.007260037178606122,-0.002006450242796059
2021-11-01,0.22281493997904822,0.2314873998383101,0.006009437069885541,-0.00017044234011891863
2021-11-02,0.22472079152613167,0.2318886519904898,0.006124080507887846,0.0016001319547290168
2021-11-03,0.2224251806823135,0.22941920187879247,0.0057978628743594355,0.0038341877309105397
2021-11-04,0.2230774745582786,0.23140197763553827,0.0027641091816430203,-0.0005363936755060967
2021-11-05,0.20907041031029974,0.21835753616938067,-0.01734921257524594,-0.004076443573408885
2021-11-08,0.20703952283764723,0.2148316885290008,-0.013926937768426979,-0.006495898605933367
2021-11-09,0.21112326904196216,0.21382062378327435,-0.023929429649750103,-0.01292928552266564
2021-11-10,0.21352323355543548,0.21691844050288298,-0.02705745389365666,-0.0070608432793026876
2021-11-11,0.2126565839572295,0.21550948681349572,-0.0266800005266801,-0.007656254264945998
2021-11-12,0.21534808674903966,0.21542588478236122,-0.028612219956909136,-0.011800798605678604
2021-11-15,0.21716435066412296,0.21599508975390755,-0.028170602865874212,-0.0099206843286831
2021-11-16,0.21371052393097215,0.212092831152236,-0.024277573266432578,-0.008230176872846164
2021-11-17,0.21771478983115924,0.2141776865705343,-0.022935449679079,-0.011603178927567253
2021-11-18,0.21729160538563236,0.2095805640585321,-0.020970313874311444,-0.014007984798966831
2021-11-19,0.21698019807859945,0.21033521949532194,-0.022005538353690658,-0.01222178684604957
2021-11-22,0.222155223092427,0.2158436662457751,-0.015585259934790508,-0.011545852622272958
2021-11-23,0.2233590682325168,0.21482459915815946,-0.020307972892686193,-0.014499578186767576
2021-11-24,0.21932644400384457,0.21187021100163514,-0.015561941518374735,-0.015571385990266143
2021-11-26,0.22697584702055376,0.21883043829872403,-0.014885600847442525,-0.028353288398078824
2021-11-29,0.23658560406516482,0.23415939454724866,-0.024078817879563095,-0.025409152145193167
2021-11-30,0.24901540789948284,0.23810960466651837,-0.014840158954440819,-0.0269843831348305
2021-12-01,0.25412083247577544,0.2420228955545555,-0.0060458452535724315,-0.03371163857264676
2021-12-02,0.24946626754479395,0.2409856657425529,-0.0061937096366742215,-0.03284304882484315
2021-12-03,0.2536877194697193,0.2465005156360851,-0.01103191957788425,-0.03944551089395727
2021-12-06,0.24944688577135973,0.24384062573030596,-0.010783692896972535,-0.037517166189542324
2021-12-07,0.246601853006438,0.23938117787989843,-0.013818188781377567,-0.039095993521543505
2021-12-08,0.24789306504492223,0.24042046119947805,-0.012235270119343708,-0.035214724768872996
2021-12-09,0.2529745810920076,0.24914063374434356,-0.007786800172362019,-0.038072813901890004
2021-12-10,0.2510313572844496,0.24828485558146535,-0.00867659865029905,-0.036164265409249614
2021-12-13,0.25148117574326767,0.24870899416563588,-0.00876083546458589,-0.03755829650122462
2021-12-14,0.25586144757180546,0.2469969545027226,-0.005133103878548774,-0.03602151897163196
2021-12-15,0.2608799477602423,0.2516123367912281,-0.0038827116345577337,-0.03959792091391237
2021-12-16,0.26408779337598376,0.2530842386453195,-0.012055839028169847,-0.037817854331140884
2021-12-17,0.26481662802423594,0.2525683900328298,-0.017955767414731358,-0.039896058541497116
2021-12-20,0.2632280595258747,0.25168694624281224,-0.018198263268259088,-0.040285980919158214
2021-12-21,0.26657723836060176,0.2552523307388519,-0.018789910558027235,-0.040908147307826326
2021-12-22,0.266391157482217,0.25378890908687984,-0.016939542067468803,-0.04328306602962729
2021-12-23,0.2679695492665799,0.25425411393037844,-0.01439138283504861,-0.04804069894859542
2021-12-27,0.2653555859325493,0.25227722152857596,-0.015204639731455936,-0.04886104533164388
2021-12-28,0.2600107545314791,0.24940456626673532,-0.008392089416669324,-0.047875682838269006
2021-12-29,0.26007702325267024,0.24950072254119215,-0.008590349446003488,-0.044910954016203736
2021-12-30,0.25982582781525965,0.24994572579286511,-0.011452601030509615,-0.04502044130695177
2021-12-31,0.26041712032104497,0.2507386445288832,-0.012931440056268107,-0.04545770737387496
2022-01-03,0.2786616405151924,0.2641266195943254,-0.03439180677222284,-0.04421732250140368
2022-01-04,0.27642239516467876,0.26267318175277965,-0.03736765221002198,-0.0398674188960021
2022-01-05,0.28076629838540096,0.28069419273486373,-0.023872644126045752,-0.02250867591355221
2022-01-06,0.27421162429148394,0.27297232006544825,-0.021233249029591367,-0.01746057013673864
2022-01-07,0.2743454657971723,0.2731602351845202,-0.011981788295235342,-0.013902225799632989
2022-01-10,0.26857013437055527,0.2637462887762724,-0.014444893467598526,-0.0158416277389325
2022-01-11,0.26979735883991024,0.2645977714015681,-0.00884217092916477,-0.014879881795575433
2022-01-12,0.2706302078381766,0.2631785869158899,-0.003963026554941604,-0.0266691444373393
2022-01-13,0.2764360246367488,0.2692693868240987,-0.0026205412253018055,-0.025208940901383477
2022-01-14,0.27263572574455863,0.26681918947906164,-0.01075594238052986,-0.024217707539962184
2022-01-18,0.27539685096267597,0.2706706132830603,-0.008538702768355718,-0.020936043519625795
2022-01-19,0.2798127189278268,0.27622866378890587,-0.008544277649097308,-0.021853707435305274
2022-01-20,0.28673135081578055,0.2902179364171653,-0.008793648594232858,-0.03278326214381728
2022-01-21,0.30650668421096794,0.30842258490669966,0.00034163263169093255,-0.04687785512096609
2022-01-24,0.3074521303392832,0.31004675135078236,0.0007530915641975174,-0.0448928083017593
2022-01-25,0.3053214978239292,0.3064591665325774,0.0010906876041638436,-0.0449062291689893
